id,bankId,currencyId,createdAt,updatedAt,deletedAt,amount,idFirebase,projectId
4bab78ca-a634-4544-a2f6-98375d9e7141,60eb3a72-b656-46b7-9f38-85a9a3cac881,70684299-05fc-4720-8fca-be3a2ecb67ab,2025-08-07 01:55:01.838,2025-09-12 00:12:57.915,,13033.85,xNxSXBbxNevPjkmYXhDU,086b1de8-1531-4f6f-a662-a3a876b9caae
da511487-a520-4083-8250-c279c4dc2197,60eb3a72-b656-46b7-9f38-85a9a3cac881,a1831dfc-a1f7-4075-a66e-fe3f5694e1e4,2025-08-07 01:55:33.813,2025-09-12 00:13:00.207,,35187.54,QZrVQWLn3onIWEuqEfQL,086b1de8-1531-4f6f-a662-a3a876b9caae
